205.653,31.2851,211.704
262.958,8.3641,214.74
248.03,12.1119,212.253
246.597,12.1096,206.439
218.591,19.2671,200.446
186.502,26.4771,179.388
188.261,26.2925,180.042
196.051,25.6849,182.488
200.552,25.2106,183.164
199.776,25.0528,181.281
194.46,25.4378,182.445
192.744,25.5876,183.175
192.526,25.6289,183.293
193.091,25.4914,183.631
193.283,25.3433,183.706
193.503,25.1652,183.618
194.309,24.7116,184.069
195.38,24.2365,184.288
194.543,24.2644,183.641
195.054,23.8639,183.725
194.172,23.9787,183.417
193.263,23.9482,182.814
192.705,23.6633,182.945
189.886,24.7357,182.344
185.446,26.3656,181.236
177.751,29.3167,179.963
175.702,32.7049,181.516
164.832,36.8876,177.146
173.593,34.3038,182.899
157.247,38.5512,172.321
171.821,38.2699,184.635
166.239,43.0575,181.541
155.871,48.2357,173.364
163.661,43.5251,177.645
212.533,34.6412,205.807
220.284,32.5754,207.739
225.475,30.9902,208.907
237.382,27.0519,211.682
253.648,21.1659,212.78
263.458,16.9309,212.937
268.888,14.6072,213.6
274.177,12.1814,214.018
278.718,9.98155,212.814
280.518,9.2967,213.448
281.613,8.73293,213.127
283.497,7.75783,212.835
284.215,7.40341,212.784
284.642,7.20854,212.785
285.013,7.06868,212.737
285.45,6.88317,212.75
285.783,6.70277,212.744
285.033,7.19885,213.36
285.58,7.0711,214.125
285.98,6.78017,214.07
286.035,6.61091,213.877
283.649,7.82973,214.019
284.385,7.59073,214.168
284.844,7.46376,214.247
285.376,7.24353,214.314
285.392,7.2867,214.381
285.517,7.24757,214.419
283.901,7.84494,214.063
285.124,7.11121,213.883
283.141,8.1091,213.966
283.812,7.92344,214.171
285.31,7.13562,214.012
287.125,6.17079,213.828
288.393,5.6729,213.952
288.475,5.72334,214.073
288.804,5.67865,214.204
289.358,5.31673,214.118
290.924,4.09719,213.853
291.465,3.53436,213.625
291.741,3.21561,213.542
291.7,3.22088,213.51
292.196,2.87837,213.459
290.578,3.72116,213.326
291.101,3.44428,213.318
291.354,3.38922,213.315
291.409,3.36448,213.292
291.147,3.52131,213.275
289.614,4.28122,213.187
290.329,3.95187,213.214
287.838,5.11429,213.089
288.601,4.80009,213.125
289.016,4.65684,213.096
289.689,4.38599,213.057
290.843,3.90795,213.001
291.194,3.8327,212.968
291.905,3.47845,212.936
292.195,3.34742,212.919
292.293,3.31285,212.93
292.276,3.33782,212.943
292.278,3.35719,212.967
292.825,3.12751,213.01
292.875,3.14287,213.032
292.672,3.33181,213.041
292.76,3.35168,212.966
292.443,3.67237,212.799
291.568,4.49973,212.455
290.441,5.65186,212.138
289.693,6.44823,211.778
287.986,8.07786,211.357
285.082,10.4907,210.981
277.232,14.2567,211.333
273.516,16.9689,207.987
269.655,20.2791,206.132
279.443,18.7803,206.93
283.951,18.0275,207.538
292.438,17.1216,207.661
300.532,15.7634,209.108
297.801,19.0963,209.202
290.557,22.471,210.169
260.078,30.6416,202.071
259.736,30.9601,203.326
268.594,29.0766,205.514
258.92,30.7867,205.229
235.191,35.6917,194.646
217.654,37.6769,187.267
211.465,38.0312,183.607
209.822,37.851,182.278
225.085,36.6639,189.657
192.299,38.1343,175.028
145.587,17.1979,144.403
129.127,359.629,141.09
204.29,38.2832,179.88
209.482,38.3418,182.149
206.985,38.7745,181.727
217.29,38.3224,188.047
187.266,39.382,173.191
181.43,38.9057,169.514
193.684,39.6753,178.558
185.858,39.5782,173.98
177.013,38.6745,168.044
165.831,36.9863,162.18
165.563,36.9539,161.634
164.589,36.9931,161.934
176.061,38.8851,171.249
