# frame ,time ,JointType ,TrackingState ,X,Y,Z
# frame ,time ,JointType ,x ,y,z,w
# frame ,time ,JointType ,TrackingState ,X,Y,Z
# frame ,time ,JointType ,x ,y,z,w
20,34280,18,2,0.176847,-0.628695,2.01769
20,34280,19,2,0.187584,-0.709588,1.95177
20,34280,20,2,0.0675362,0.665904,1.93635
20,34280,21,2,-0.283096,0.00246845,1.81327
20,34280,22,2,-0.274779,0.113041,1.78429
20,34280,23,2,0.455081,-0.00459133,1.88966
20,34280,24,2,0.426548,0.113373,1.83371
21,35286,0,2,0.0879738,0.111992,1.96332
21,35286,1,2,0.0764918,0.433684,1.95244
21,35286,2,2,0.0651,0.740516,1.92958
21,35286,3,2,0.0692607,0.88779,1.91578
21,35286,4,2,-0.105504,0.617483,1.93657
21,35286,5,2,-0.176161,0.360596,1.94553
21,35286,6,2,-0.243908,0.145558,1.87901
21,35286,7,2,-0.265705,0.0834424,1.85764
21,35286,8,2,0.235073,0.608905,1.93578
21,35286,9,2,0.3256,0.319723,1.9632
21,35286,10,2,0.407842,0.106877,1.91294
21,35287,11,2,0.428954,0.0680356,1.9078
21,35287,12,2,0.00863563,0.110265,1.91863
21,35287,13,2,-0.0145055,-0.24506,1.9241
21,35287,14,2,0.00373185,-0.61564,1.99496
21,35287,15,2,0.00262784,-0.644511,1.87932
21,35287,16,2,0.16389,0.10928,1.93164
21,35287,17,2,0.198595,-0.248562,1.96157
21,35287,18,2,0.176785,-0.628755,2.01772
21,35287,19,2,0.186973,-0.709439,1.95304
21,35287,20,2,0.0679721,0.665826,1.93738
21,35287,21,2,-0.28316,0.00247455,1.81363
21,35287,22,2,-0.28051,0.110475,1.78695
21,35287,23,2,0.450916,-0.00354383,1.89154
21,35287,24,2,0.435477,0.10489,1.83787
22,36286,0,2,0.0874783,0.111891,1.96182
22,36286,1,2,0.0761112,0.43354,1.95154
22,36286,2,2,0.0647152,0.74034,1.92904
22,36286,3,2,0.0682326,0.887451,1.9149
22,36286,4,2,-0.106559,0.61705,1.93571
22,36286,5,2,-0.178534,0.360105,1.94449
22,36286,6,2,-0.246344,0.145722,1.87563
22,36286,7,2,-0.268648,0.0863197,1.85559
22,36286,8,2,0.234211,0.609257,1.93513
22,36286,9,2,0.324573,0.319859,1.96152
22,36286,10,2,0.409026,0.107971,1.91088
22,36286,11,2,0.43091,0.0705553,1.90228
22,36286,12,2,0.00808244,0.110098,1.91692
22,36286,13,2,-0.0146296,-0.24511,1.92334
22,36286,14,2,0.00354582,-0.61508,1.99468
22,36286,15,2,0.00248444,-0.643921,1.87901
22,36286,16,2,0.163438,0.109257,1.93028
22,36286,17,2,0.198055,-0.249163,1.96098
22,36286,18,2,0.17658,-0.628481,2.01794
22,36286,19,2,0.187511,-0.709982,1.95299
22,36286,20,2,0.0676001,0.665663,1.93677
22,36286,21,2,-0.282702,0.0024642,1.81075
22,36286,22,2,-0.300835,0.113394,1.78735
22,36287,23,2,0.4544,-0.0038295,1.89364
22,36287,24,2,0.448056,0.103231,1.82382
23,37280,0,2,0.0882711,0.112202,1.96134
23,37280,1,2,0.0766582,0.433644,1.95057
23,37280,2,2,0.0650406,0.740233,1.92748
23,37280,3,2,0.0687356,0.887056,1.91318
23,37280,4,2,-0.105426,0.617576,1.93403
23,37280,5,2,-0.178853,0.362594,1.9427
23,37280,6,2,-0.245774,0.147537,1.87522
23,37280,7,2,-0.273184,0.0838712,1.85532
23,37280,8,2,0.235354,0.609187,1.93262
23,37280,9,2,0.325747,0.321112,1.95863
23,37280,10,2,0.408911,0.108631,1.9083
23,37280,11,2,0.436871,0.0709588,1.8991
23,37280,12,2,0.00891832,0.110789,1.91676
23,37280,13,2,-0.0143886,-0.24644,1.92333
23,37280,14,2,0.00378388,-0.614875,1.9952
23,37280,15,2,0.00252493,-0.643759,1.87955
23,37280,16,2,0.164239,0.109282,1.92949
23,37280,17,2,0.198791,-0.248625,1.96062
23,37281,18,2,0.176646,-0.628227,2.01798
23,37281,19,2,0.187173,-0.709501,1.95379
23,37281,20,2,0.0679884,0.665613,1.93537
23,37281,21,2,-0.288895,0.00533471,1.81005
23,37281,22,2,-0.2887,0.114554,1.78883
23,37281,23,2,0.457099,-0.000457898,1.88528
23,37281,24,2,0.447708,0.105303,1.82963
24,38280,0,2,0.0894841,0.111768,1.96042
24,38280,1,2,0.0773099,0.433524,1.9511
24,38280,2,2,0.0654579,0.740501,1.93057
24,38280,3,2,0.0689501,0.887834,1.91686
24,38280,4,2,-0.106496,0.617244,1.93448
24,38280,5,2,-0.234214,0.370348,1.9265
24,38280,6,2,-0.349315,0.185064,1.83769
24,38280,7,2,-0.391626,0.157908,1.80924
24,38280,8,2,0.240667,0.608242,1.93819
24,38280,9,2,0.368703,0.34388,1.95572
24,38280,10,2,0.518763,0.185018,1.87142
24,38280,11,2,0.565948,0.160101,1.85433
24,38280,12,2,0.0102212,0.108754,1.91596
24,38280,13,2,-0.0147346,-0.245926,1.92365
24,38280,14,2,0.00422572,-0.616302,1.99533
24,38280,15,2,0.00420906,-0.645026,1.87961
24,38280,16,2,0.1654,0.109958,1.92841
24,38280,17,2,0.197724,-0.245307,1.9609
24,38280,18,2,0.17671,-0.629107,2.01778
24,38280,19,2,0.186148,-0.70859,1.95278
24,38281,20,2,0.0684799,0.66575,1.93768
24,38281,21,2,-0.429648,0.0880024,1.75768
24,38281,22,2,-0.410997,0.192154,1.74179
24,38281,23,2,0.607144,0.0932616,1.82742
24,38281,24,2,0.578776,0.202239,1.79315
25,39280,0,2,0.0912125,0.113092,1.95884
25,39280,1,2,0.0787098,0.434732,1.95293
25,39280,2,2,0.0664575,0.741929,1.93615
25,39280,3,2,0.0698287,0.8892,1.92388
25,39280,4,2,-0.10972,0.612831,1.93693
25,39280,5,2,-0.287078,0.398553,1.90742
25,39280,6,2,-0.454438,0.286154,1.78487
25,39280,7,2,-0.502396,0.283764,1.75376
25,39280,8,2,0.247533,0.608344,1.94349
25,39280,9,2,0.416631,0.382014,1.93791
25,39280,10,2,0.601837,0.301129,1.81854
25,39280,11,2,0.646466,0.298224,1.79123
25,39280,12,2,0.011891,0.110806,1.91539
25,39280,13,2,-0.0157552,-0.243551,1.92338
25,39280,14,2,0.00379515,-0.612426,1.99476
25,39280,15,2,0.00435979,-0.640964,1.8789
25,39280,16,2,0.167101,0.11104,1.92586
25,39280,17,2,0.197572,-0.245459,1.9614
25,39280,18,2,0.176799,-0.629146,2.01754
25,39280,19,2,0.186373,-0.708978,1.95197
25,39280,20,2,0.0695874,0.667143,1.94235
25,39280,21,2,-0.556495,0.239972,1.69616
25,39280,22,2,-0.51248,0.334931,1.70543
25,39280,23,2,0.705603,0.251411,1.74733
25,39281,24,2,0.658397,0.348638,1.73848
26,40280,0,2,0.0939693,0.113181,1.95942
26,40280,1,2,0.0818372,0.435799,1.9568
26,40281,2,2,0.0695593,0.743736,1.94279
26,40281,3,2,0.0718602,0.889403,1.93269
26,40281,4,2,-0.111765,0.607773,1.94027
26,40281,5,2,-0.309098,0.436047,1.902
26,40281,6,2,-0.491461,0.398903,1.75689
26,40281,7,2,-0.542381,0.411015,1.72233
26,40281,8,2,0.251827,0.609987,1.94485
26,40281,9,2,0.438625,0.413518,1.92149
26,40281,10,2,0.619715,0.392607,1.77255
26,40281,11,2,0.665218,0.408411,1.73885
26,40281,12,2,0.0149793,0.110429,1.91717
26,40281,13,2,-0.0153348,-0.244121,1.92387
26,40281,14,2,0.00525095,-0.615017,1.99555
26,40281,15,2,0.00517978,-0.643315,1.8796
26,40281,16,2,0.169434,0.111485,1.92546
26,40281,17,2,0.197843,-0.249203,1.96392
26,40281,18,2,0.177328,-0.627424,2.01716
26,40281,19,2,0.186672,-0.709394,1.95152
26,40281,20,2,0.0726764,0.668761,1.94836
26,40281,21,2,-0.599082,0.391193,1.64854
26,40281,22,2,-0.542764,0.466036,1.69151
26,40281,23,2,0.723382,0.385914,1.68566
26,40281,24,2,0.650578,0.464054,1.69992
27,41287,0,2,0.0937069,0.112852,1.96101
27,41287,1,2,0.0809166,0.435931,1.95961
27,41287,2,2,0.0679386,0.744187,1.94646
27,41287,3,2,0.0699732,0.890363,1.9375
27,41287,4,2,-0.11461,0.606369,1.94526
27,41287,5,2,-0.308279,0.430115,1.90927
27,41287,6,2,-0.488901,0.395209,1.76139
27,41287,7,2,-0.536806,0.389993,1.72531
27,41287,8,2,0.251926,0.610767,1.94768
27,41287,9,2,0.435512,0.411299,1.92854
27,41287,10,2,0.616125,0.378667,1.78115
27,41287,11,2,0.655243,0.373885,1.75697
27,41287,12,2,0.0145024,0.109369,1.9198
27,41287,13,2,-0.0147993,-0.244757,1.92482
27,41287,14,2,0.00496358,-0.616456,1.99559
27,41287,15,2,0.00434824,-0.644662,1.8796
27,41287,16,2,0.169268,0.111689,1.92612
27,41287,17,2,0.198103,-0.249708,1.96485
27,41287,18,2,0.177657,-0.626402,2.01713
27,41287,19,2,0.186727,-0.709167,1.95224
27,41287,20,2,0.0712269,0.669133,1.95183
27,41287,21,2,-0.591574,0.364545,1.65172
27,41287,22,2,-0.53839,0.446676,1.69024
27,41288,23,2,0.710817,0.344327,1.70181
27,41288,24,2,0.648708,0.430273,1.71429
28,42280,0,2,0.0934973,0.112284,1.96109
28,42280,1,2,0.0801631,0.435048,1.9589
28,42280,2,2,0.0665552,0.742815,1.94444
28,42280,3,2,0.0667909,0.889836,1.9338
28,42280,4,2,-0.113921,0.607581,1.94456
28,42280,5,2,-0.275041,0.395588,1.90163
28,42280,6,2,-0.427276,0.273994,1.76759
28,42280,7,2,-0.459045,0.247077,1.74221
28,42280,8,2,0.247696,0.610434,1.94751
28,42280,9,2,0.392792,0.370867,1.95146
28,42280,10,2,0.55863,0.253674,1.83292
28,42280,11,2,0.592393,0.22811,1.80967
28,42280,12,2,0.0142205,0.10893,1.91974
28,42280,13,2,-0.0140794,-0.24494,1.92494
28,42280,14,2,0.00522336,-0.613778,1.99568
28,42280,15,2,0.00476442,-0.642094,1.87972
28,42280,16,2,0.169103,0.111081,1.92622
28,42280,17,2,0.199175,-0.247849,1.96417
28,42280,18,2,0.176859,-0.628842,2.01804
28,42280,19,2,0.186457,-0.709257,1.95256
28,42280,20,2,0.0699928,0.667888,1.95018
28,42281,21,2,-0.5041,0.196587,1.68175
28,42281,22,2,-0.479083,0.294061,1.68593
28,42281,23,2,0.638736,0.173775,1.77207
28,42281,24,2,0.605483,0.275186,1.74743
29,43279,0,2,0.0938434,0.111874,1.95778
29,43279,1,2,0.0813552,0.434334,1.95305
